pokedex_number;name;type1;type2;hp;defense;attack;sp_defense;sp_attack;speed;base_total;capture_rate;base_happiness;experience_growth;Height_m;Weight_kg;hasGender;percentage_male;is_legendary;generation;classfication;Color;Body_Style;hasMegaEvolution;Egg_Group_1;Egg_Group_2;base_egg_steps;against_bug;against_dark;against_dragon;against_electric;against_fairy;against_fight;against_fire;against_flying;against_ghost;against_grass;against_ground;against_ice;against_normal;against_poison;against_psychic;against_rock;against_steel;against_water;abilities;ability 1;ability 2;ability 3;ability 4;ability 5;ability 6
274;Nuzleaf;grass;dark;70;40;70;40;60;60;340;120;70;1059860;0.99;28;TRUE;50;0;3;Wily;Brown;bipedal_tailless;FALSE;Field;Grass;3840;4;0.5;1;0.5;2;2;2;2;0.5;0.5;0.5;2;1;2;0;1;1;0.5;['Chlorophyll', 'Early Bird', 'Pickpocket'];Chlorophyll;Early Bird;Pickpocket;;;
275;Shiftry;grass;dark;90;60;100;60;90;80;480;45;70;1059860;1.3;59.6;TRUE;50;0;3;Wickid;Brown;bipedal_tailless;FALSE;Field;Grass;3840;4;0.5;1;0.5;2;2;2;2;0.5;0.5;0.5;2;1;2;0;1;1;0.5;['Chlorophyll', 'Early Bird', 'Pickpocket'];Chlorophyll;Early Bird;Pickpocket;;;
276;Taillow;normal;flying;40;30;55;30;30;85;270;200;70;1059860;0.3;2.3;TRUE;50;0;3;TinySwallow;Blue;two_wings;FALSE;Flying;;3840;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;['Guts', 'Scrappy'];Guts;Scrappy;;;;
277;Swellow;normal;flying;60;60;85;50;75;125;455;45;70;1059860;0.71;19.8;TRUE;50;0;3;Swallow;Blue;two_wings;FALSE;Flying;;3840;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;['Guts', 'Scrappy'];Guts;Scrappy;;;;
278;Wingull;water;flying;40;30;30;30;55;85;270;190;70;1000000;0.61;9.5;TRUE;50;0;3;Seagull;White;two_wings;FALSE;Water_1;Flying;5120;0.5;1;1;4;1;0.5;0.5;1;1;1;0;1;1;1;1;2;0.5;0.5;['Keen Eye', 'Hydration', 'Rain Dish'];Keen Eye;Hydration;Rain Dish;;;
279;Pelipper;water;flying;60;100;50;70;95;65;440;45;70;1000000;1.19;28;TRUE;50;0;3;Water Bird;Yellow;two_wings;FALSE;Water_1;Flying;5120;0.5;1;1;4;1;0.5;0.5;1;1;1;0;1;1;1;1;2;0.5;0.5;['Keen Eye', 'Drizzle', 'Rain Dish'];Keen Eye;Drizzle;Rain Dish;;;
280;Ralts;psychic;fairy;28;25;25;35;45;40;198;235;35;1250000;0.41;6.6;TRUE;50;0;3;Feeling;White;bipedal_tailless;FALSE;Amorphous;;5120;1;1;0;1;1;0.25;1;1;2;1;1;1;1;2;0.5;1;2;1;['Synchronize', 'Trace', 'Telepathy'];Synchronize;Trace;Telepathy;;;
281;Kirlia;psychic;fairy;38;35;35;55;65;50;278;120;35;1250000;0.79;20.2;TRUE;50;0;3;Emotion;White;bipedal_tailless;FALSE;Amorphous;;5120;1;1;0;1;1;0.25;1;1;2;1;1;1;1;2;0.5;1;2;1;['Synchronize', 'Trace', 'Telepathy'];Synchronize;Trace;Telepathy;;;
282;Gardevoir;psychic;fairy;68;65;85;135;165;100;618;45;35;1250000;1.6;48.4;TRUE;50;0;3;Embrace;White;bipedal_tailless;TRUE;Amorphous;;5120;1;1;0;1;1;0.25;1;1;2;1;1;1;1;2;0.5;1;2;1;['Synchronize', 'Trace', 'Telepathy'];Synchronize;Trace;Telepathy;;;
283;Surskit;bug;water;40;32;30;52;50;65;269;200;70;1000000;0.51;1.7;TRUE;50;0;3;Pond Skater;Blue;insectoid;FALSE;Water_1;Bug;3840;1;1;1;2;1;0.5;1;2;1;1;0.5;0.5;1;1;1;2;0.5;0.5;['Swift Swim', 'Rain Dish'];Swift Swim;Rain Dish;;;;
284;Masquerain;bug;flying;70;62;60;82;100;80;454;75;70;1000000;0.79;3.6;TRUE;50;0;3;Eyeball;Blue;four_wings;FALSE;Water_1;Bug;3840;0.5;1;1;2;1;0.25;2;2;1;0.25;0;2;1;1;1;4;1;1;['Intimidate', 'Unnerve'];Intimidate;Unnerve;;;;
285;Shroomish;grass;;60;60;40;60;40;35;295;255;70;1640000;0.41;4.5;TRUE;50;0;3;Mushroom;Brown;head_legs;FALSE;Fairy;Grass;3840;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;['Effect Spore', 'Poison Heal', 'Quick Feet'];Effect Spore;Poison Heal;Quick Feet;;;
286;Breloom;grass;fighting;60;80;130;60;60;70;460;90;70;1640000;1.19;39.2;TRUE;50;0;3;Mushroom;Green;bipedal_tailed;FALSE;Fairy;Grass;3840;1;0.5;1;0.5;2;1;2;4;1;0.5;0.5;2;1;2;2;0.5;1;0.5;['Effect Spore', 'Poison Heal', 'Technician'];Effect Spore;Poison Heal;Technician;;;
287;Slakoth;normal;;60;60;60;35;35;30;280;255;70;1250000;0.79;24;TRUE;50;0;3;Slacker;Brown;quadruped;FALSE;Field;;3840;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;['Truant'];Truant;;;;;
288;Vigoroth;normal;;80;80;80;55;55;90;440;120;70;1250000;1.4;46.5;TRUE;50;0;3;Wild Monkey;White;bipedal_tailed;FALSE;Field;;3840;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;['Vital Spirit'];Vital Spirit;;;;;
289;Slaking;normal;;150;100;160;65;95;100;670;45;70;1250000;2.01;130.5;TRUE;50;0;3;Lazy;Brown;bipedal_tailless;FALSE;Field;;3840;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;['Truant'];Truant;;;;;
290;Nincada;bug;ground;31;90;45;30;30;40;266;255;70;600000;0.51;5.5;TRUE;50;0;3;Trainee;Grey;insectoid;FALSE;Bug;;3840;1;1;1;0;1;0.5;2;2;1;1;0.5;2;1;0.5;1;1;1;2;['Compoundeyes', 'Run Away'];Compoundeyes;Run Away;;;;
291;Ninjask;bug;flying;61;45;90;50;50;160;456;120;70;600000;0.79;12;TRUE;50;0;3;Ninja;Yellow;four_wings;FALSE;Bug;;3840;0.5;1;1;2;1;0.25;2;2;1;0.25;0;2;1;1;1;4;1;1;['Speed Boost', 'Infiltrator'];Speed Boost;Infiltrator;;;;
292;Shedinja;bug;ghost;1;45;90;30;30;40;236;45;70;600000;0.79;1.2;FALSE;;0;3;Shed;Brown;head_base;FALSE;Mineral;;3840;0.5;2;1;1;1;0;2;2;2;0.5;0.5;1;0;0.5;1;2;1;1;['Wonder Guard'];Wonder Guard;;;;;
293;Whismur;normal;;64;23;51;23;51;28;240;190;70;1059860;0.61;16.3;TRUE;50;0;3;Whisper;Pink;bipedal_tailed;FALSE;Monster;Field;5120;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;['Soundproof', 'Rattled'];Soundproof;Rattled;;;;
294;Loudred;normal;;84;43;71;43;71;48;360;120;70;1059860;0.99;40.5;TRUE;50;0;3;Big Voice;Blue;bipedal_tailed;FALSE;Monster;Field;5120;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;['Soundproof', 'Scrappy'];Soundproof;Scrappy;;;;
295;Exploud;normal;;104;63;91;73;91;68;490;45;70;1059860;1.5;84;TRUE;50;0;3;Loud Noise;Blue;bipedal_tailed;FALSE;Monster;Field;5120;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;['Soundproof', 'Scrappy'];Soundproof;Scrappy;;;;
296;Makuhita;fighting;;72;30;60;30;20;25;237;180;70;1640000;0.99;86.4;TRUE;75.4;0;3;Guts;Yellow;bipedal_tailless;FALSE;Human-Like;;5120;0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1;['Thick Fat', 'Guts', 'Sheer Force'];Thick Fat;Guts;Sheer Force;;;
297;Hariyama;fighting;;144;60;120;60;40;50;474;200;70;1640000;2.31;253.8;TRUE;75.4;0;3;Arm Thrust;Brown;bipedal_tailless;FALSE;Human-Like;;5120;0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1;['Thick Fat', 'Guts', 'Sheer Force'];Thick Fat;Guts;Sheer Force;;;
298;Azurill;normal;fairy;50;40;20;40;20;20;190;150;70;800000;0.2;2;TRUE;24.6;0;3;Polka Dot;Blue;head_legs;FALSE;Undiscovered;;2560;0.5;0.5;0;1;1;1;1;1;0;1;1;1;1;2;1;1;2;1;['Thick Fat', 'Huge Power', 'Sap Sipper'];Thick Fat;Huge Power;Sap Sipper;;;
299;Nosepass;rock;;30;135;45;90;45;30;375;255;70;1000000;0.99;97;TRUE;50;0;3;Compass;Grey;bipedal_tailless;FALSE;Mineral;;5120;1;1;1;1;1;2;0.5;0.5;1;2;2;1;0.5;0.5;1;1;2;2;['Sturdy', 'Magnet Pull', 'Sand Force'];Sturdy;Magnet Pull;Sand Force;;;
300;Skitty;normal;;50;45;45;35;35;50;260;255;70;800000;0.61;11;TRUE;24.6;0;3;Kitten;Pink;quadruped;FALSE;Field;Fairy;3840;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;['Cute Charm', 'Normalize', 'Wonder Skin '];Cute Charm;Normalize;Wonder Skin ;;;
301;Delcatty;normal;;70;65;65;55;55;90;400;60;70;800000;1.09;32.6;TRUE;24.6;0;3;Prim;Purple;quadruped;FALSE;Field;Fairy;3840;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;['Cute Charm', 'Normalize', 'Wonder Skin '];Cute Charm;Normalize;Wonder Skin ;;;
302;Sableye;dark;ghost;50;125;85;115;85;20;480;45;35;1059860;0.51;11;TRUE;50;0;3;Darkness;Purple;bipedal_tailless;TRUE;Human-Like;;6400;1;1;1;1;2;0;1;1;1;1;1;1;0;0.5;0;1;1;1;['Keen Eye', 'Stall', 'Prankster'];Keen Eye;Stall;Prankster;;;
303;Mawile;steel;fairy;50;125;105;95;55;50;480;45;70;800000;0.61;11.5;TRUE;50;0;3;Deceiver;Black;bipedal_tailless;TRUE;Field;Fairy;5120;0.25;0.5;0;1;0.5;1;2;0.5;1;0.5;2;0.5;0.5;0;0.5;0.5;1;1;['Hyper Cutter', 'Intimidate', 'Sheer Force'];Hyper Cutter;Intimidate;Sheer Force;;;
304;Aron;steel;rock;50;100;70;40;40;30;330;180;35;1250000;0.41;60;TRUE;50;0;3;Iron Armor;Grey;quadruped;FALSE;Monster;;8960;0.5;1;0.5;1;0.5;4;1;0.25;1;1;4;0.5;0.25;0;0.5;0.5;1;2;['Sturdy', 'Rock Head', 'Heavy Metal'];Sturdy;Rock Head;Heavy Metal;;;
305;Lairon;steel;rock;60;140;90;50;50;40;430;90;35;1250000;0.89;120;TRUE;50;0;3;Iron Armor;Grey;quadruped;FALSE;Monster;;8960;0.5;1;0.5;1;0.5;4;1;0.25;1;1;4;0.5;0.25;0;0.5;0.5;1;2;['Sturdy', 'Rock Head', 'Heavy Metal'];Sturdy;Rock Head;Heavy Metal;;;
306;Aggron;steel;rock;70;230;140;80;60;50;630;45;35;1250000;2.11;360;TRUE;50;0;3;Iron Armor;Grey;bipedal_tailed;TRUE;Monster;;8960;0.5;1;0.5;1;0.5;4;1;0.25;1;1;4;0.5;0.25;0;0.5;0.5;1;2;['Sturdy', 'Rock Head', 'Heavy Metal'];Sturdy;Rock Head;Heavy Metal;;;
307;Meditite;fighting;psychic;30;55;40;55;40;60;280;180;70;1000000;0.61;11.2;TRUE;50;0;3;Meditate;Blue;bipedal_tailless;FALSE;Human-Like;;5120;1;1;1;1;2;0.5;1;2;2;1;1;1;1;1;1;0.5;1;1;['Pure Power', 'Telepathy'];Pure Power;Telepathy;;;;
308;Medicham;fighting;psychic;60;85;100;85;80;100;510;90;70;1000000;1.3;31.5;TRUE;50;0;3;Meditate;Red;bipedal_tailless;TRUE;Human-Like;;5120;1;1;1;1;2;0.5;1;2;2;1;1;1;1;1;1;0.5;1;1;['Pure Power', 'Telepathy'];Pure Power;Telepathy;;;;
309;Electrike;electric;;40;40;45;40;65;65;295;120;70;1250000;0.61;15.2;TRUE;50;0;3;Lightning;Green;quadruped;FALSE;Field;;5120;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;['Static', 'Lightningrod', 'Minus'];Static;Lightningrod;Minus;;;
310;Manectric;electric;;70;80;75;80;135;135;575;45;70;1250000;1.5;40.2;TRUE;50;0;3;Discharge;Yellow;quadruped;TRUE;Field;;5120;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;['Static', 'Lightningrod', 'Minus'];Static;Lightningrod;Minus;;;
311;Plusle;electric;;60;40;50;75;85;95;405;200;70;1000000;0.41;4.2;TRUE;50;0;3;Cheering;Yellow;bipedal_tailed;FALSE;Fairy;;5120;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;['Plus', 'Lightningrod'];Plus;Lightningrod;;;;
312;Minun;electric;;60;50;40;85;75;95;405;200;70;1000000;0.41;4.2;TRUE;50;0;3;Cheering;Yellow;bipedal_tailed;FALSE;Fairy;;5120;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;['Minus', 'Volt Absorb'];Minus;Volt Absorb;;;;
313;Volbeat;bug;;65;75;73;85;47;85;430;150;70;600000;0.71;17.7;TRUE;100;0;3;Firefly;Grey;bipedal_tailed;FALSE;Bug;Human-Like;3840;1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1;['Illuminate', 'Swarm', 'Prankster'];Illuminate;Swarm;Prankster;;;
314;Illumise;bug;;65;75;47;85;73;85;430;150;70;1640000;0.61;17.7;TRUE;0;0;3;Firefly;Purple;bipedal_tailless;FALSE;Bug;Human-Like;3840;1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1;['Oblivious', 'Tinted Lens', 'Prankster'];Oblivious;Tinted Lens;Prankster;;;
315;Roselia;grass;poison;50;45;60;80;100;65;400;150;70;1059860;0.3;2;TRUE;50;0;3;Thorn;Green;bipedal_tailless;FALSE;Fairy;Grass;5120;1;1;1;0.5;0.5;0.5;2;2;1;0.25;1;2;1;1;2;1;1;0.5;['Natural Cure', 'Poison Point', 'Leaf Guard'];Natural Cure;Poison Point;Leaf Guard;;;
316;Gulpin;poison;;70;53;43;53;43;40;302;225;70;1640000;0.41;10.3;TRUE;50;0;3;Stomach;Green;head_arms;FALSE;Amorphous;;5120;0.5;1;1;1;0.5;0.5;1;1;1;0.5;2;1;1;0.5;2;1;1;1;['Liquid Ooze', 'Sticky Hold', 'Gluttony'];Liquid Ooze;Sticky Hold;Gluttony;;;
317;Swalot;poison;;100;83;73;83;73;55;467;75;70;1640000;1.7;80;TRUE;50;0;3;Poison Bag;Purple;head_arms;FALSE;Amorphous;;5120;0.5;1;1;1;0.5;0.5;1;1;1;0.5;2;1;1;0.5;2;1;1;1;['Liquid Ooze', 'Sticky Hold', 'Gluttony'];Liquid Ooze;Sticky Hold;Gluttony;;;
318;Carvanha;water;dark;45;20;90;20;65;65;305;225;35;1250000;0.79;20.8;TRUE;50;0;3;Savage;Red;with_fins;FALSE;Water_2;;5120;2;0.5;1;2;2;2;0.5;1;0.5;2;1;0.5;1;1;0;1;0.5;0.5;['Rough Skin', 'Speed Boost'];Rough Skin;Speed Boost;;;;
319;Sharpedo;water;dark;70;70;140;65;110;105;560;60;35;1250000;1.8;88.8;TRUE;50;0;3;Brutal;Blue;with_fins;TRUE;Water_2;;5120;2;0.5;1;2;2;2;0.5;1;0.5;2;1;0.5;1;1;0;1;0.5;0.5;['Rough Skin', 'Speed Boost'];Rough Skin;Speed Boost;;;;
320;Wailmer;water;;130;35;70;35;70;60;400;125;70;1640000;2.01;130;TRUE;50;0;3;Ball Whale;Blue;with_fins;FALSE;Field;Water_2;10240;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;['Water Veil', 'Oblivious', 'Pressure'];Water Veil;Oblivious;Pressure;;;
321;Wailord;water;;170;45;90;45;90;60;500;60;70;1640000;14.5;398;TRUE;50;0;3;Float Whale;Blue;with_fins;FALSE;Field;Water_2;10240;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;['Water Veil', 'Oblivious', 'Pressure'];Water Veil;Oblivious;Pressure;;;
322;Numel;fire;ground;60;40;60;45;65;35;305;255;70;1000000;0.71;24;TRUE;50;0;3;Numb;Yellow;quadruped;FALSE;Field;;5120;0.5;1;1;0;0.5;1;0.5;1;1;1;2;1;1;0.5;1;1;0.5;4;['Oblivious', 'Simple', 'Own Tempo'];Oblivious;Simple;Own Tempo;;;
323;Camerupt;fire;ground;70;100;120;105;145;20;560;150;70;1000000;1.91;220;TRUE;50;0;3;Eruption;Red;quadruped;TRUE;Field;;5120;0.5;1;1;0;0.5;1;0.5;1;1;1;2;1;1;0.5;1;1;0.5;4;['Magma Armor', 'Solid Rock', 'Anger Point'];Magma Armor;Solid Rock;Anger Point;;;
324;Torkoal;fire;;70;140;85;70;85;20;470;90;70;1000000;0.51;80.4;TRUE;50;0;3;Coal;Brown;quadruped;FALSE;Field;;5120;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;['White Smoke', 'Drought', 'Shell Armor'];White Smoke;Drought;Shell Armor;;;
325;Spoink;psychic;;60;35;25;80;70;60;330;255;70;800000;0.71;30.6;TRUE;50;0;3;Bounce;Black;head_arms;FALSE;Field;;5120;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;['Thick Fat', 'Own Tempo', 'Gluttony'];Thick Fat;Own Tempo;Gluttony;;;
326;Grumpig;psychic;;80;65;45;110;90;80;470;60;70;800000;0.89;71.5;TRUE;50;0;3;Manipulate;Purple;bipedal_tailed;FALSE;Field;;5120;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;['Thick Fat', 'Own Tempo', 'Gluttony'];Thick Fat;Own Tempo;Gluttony;;;
327;Spinda;normal;;60;60;60;60;60;60;360;255;70;800000;1.09;5;TRUE;50;0;3;Spot Panda;Brown;bipedal_tailed;FALSE;Field;Human-Like;3840;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;['Own Tempo', 'Tangled Feet', 'Contrary'];Own Tempo;Tangled Feet;Contrary;;;
328;Trapinch;ground;;45;45;100;45;45;10;290;255;70;1059860;0.71;15;TRUE;50;0;3;Ant Pit;Brown;insectoid;FALSE;Bug;;5120;1;1;1;0;1;1;1;1;1;2;1;2;1;0.5;1;0.5;1;2;['Hyper Cutter', 'Arena Trap', 'Sheer Force'];Hyper Cutter;Arena Trap;Sheer Force;;;
329;Vibrava;ground;dragon;50;50;70;50;50;70;340;120;70;1059860;1.09;15.3;TRUE;50;0;3;Vibration;Green;four_wings;FALSE;Bug;;5120;1;1;2;0;2;1;0.5;1;1;1;1;4;1;0.5;1;0.5;1;1;['Levitate'];Levitate;;;;;
330;Flygon;ground;dragon;80;80;100;80;80;100;520;45;70;1059860;2.01;82;TRUE;50;0;3;Mystic;Green;two_wings;FALSE;Bug;;5120;1;1;2;0;2;1;0.5;1;1;1;1;4;1;0.5;1;0.5;1;1;['Levitate'];Levitate;;;;;
331;Cacnea;grass;;50;40;85;40;85;35;335;190;35;1059860;0.41;51.3;TRUE;50;0;3;Cactus;Green;bipedal_tailless;FALSE;Grass;Human-Like;5120;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;['Sand Veil', 'Water Absorb'];Sand Veil;Water Absorb;;;;
332;Cacturne;grass;dark;70;60;115;60;115;55;475;60;35;1059860;1.3;77.4;TRUE;50;0;3;Scarecrow;Green;bipedal_tailless;FALSE;Grass;Human-Like;5120;4;0.5;1;0.5;2;2;2;2;0.5;0.5;0.5;2;1;2;0;1;1;0.5;['Sand Veil', 'Water Absorb'];Sand Veil;Water Absorb;;;;
333;Swablu;normal;flying;45;60;40;75;40;50;310;255;70;600000;0.41;1.2;TRUE;50;0;3;Cotton Bird;Blue;two_wings;FALSE;Flying;Dragon;5120;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;['Natural Cure', 'Cloud Nine'];Natural Cure;Cloud Nine;;;;
334;Altaria;dragon;flying;75;110;110;105;110;80;590;45;70;600000;1.09;20.6;TRUE;50;0;3;Humming;Blue;two_wings;TRUE;Flying;Dragon;5120;0.5;1;2;1;2;0.5;0.5;1;1;0.25;0;4;1;1;1;2;1;0.5;['Natural Cure', 'Cloud Nine'];Natural Cure;Cloud Nine;;;;
335;Zangoose;normal;;73;60;115;60;60;90;458;90;70;600000;1.3;40.3;TRUE;50;0;3;Cat Ferret;White;bipedal_tailed;FALSE;Field;;5120;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;['Immunity', 'Toxic Boost'];Immunity;Toxic Boost;;;;
336;Seviper;poison;;73;60;100;60;100;65;458;90;70;1640000;2.69;52.5;TRUE;50;0;3;Fang Snake;Black;serpentine_body;FALSE;Field;Dragon;5120;0.5;1;1;1;0.5;0.5;1;1;1;0.5;2;1;1;0.5;2;1;1;1;['Shed Skin', 'Infiltrator'];Shed Skin;Infiltrator;;;;
337;Lunatone;rock;psychic;90;65;55;85;95;70;460;45;70;800000;0.99;168;FALSE;;0;3;Meteorite;Yellow;head_only;FALSE;Mineral;;6400;2;2;1;1;1;1;0.5;0.5;2;2;2;1;0.5;0.5;0.5;1;2;2;['Levitate'];Levitate;;;;;
338;Solrock;rock;psychic;90;85;95;65;55;70;460;45;70;800000;1.19;154;FALSE;;0;3;Meteorite;Red;head_only;FALSE;Mineral;;6400;2;2;1;1;1;1;0.5;0.5;2;2;2;1;0.5;0.5;0.5;1;2;2;['Levitate'];Levitate;;;;;
339;Barboach;water;ground;50;43;48;41;46;60;288;190;70;1000000;0.41;1.9;TRUE;50;0;3;Whiskers;Grey;with_fins;FALSE;Water_2;;5120;1;1;1;0;1;1;0.5;1;1;4;1;1;1;0.5;1;0.5;0.5;1;['Oblivious', 'Anticipation', 'Hydration'];Oblivious;Anticipation;Hydration;;;
340;Whiscash;water;ground;110;73;78;71;76;60;468;75;70;1000000;0.89;23.6;TRUE;50;0;3;Whiskers;Blue;with_fins;FALSE;Water_2;;5120;1;1;1;0;1;1;0.5;1;1;4;1;1;1;0.5;1;0.5;0.5;1;['Oblivious', 'Anticipation', 'Hydration'];Oblivious;Anticipation;Hydration;;;
341;Corphish;water;;43;65;80;35;50;35;308;205;70;1640000;0.61;11.5;TRUE;50;0;3;Ruffian;Red;insectoid;FALSE;Water_1;Water_3;3840;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;['Hyper Cutter', 'Shell Armor', 'Adaptability'];Hyper Cutter;Shell Armor;Adaptability;;;
342;Crawdaunt;water;dark;63;85;120;55;90;55;468;155;70;1640000;1.09;32.8;TRUE;50;0;3;Rogue;Red;insectoid;FALSE;Water_1;Water_3;3840;2;0.5;1;2;2;2;0.5;1;0.5;2;1;0.5;1;1;0;1;0.5;0.5;['Hyper Cutter', 'Shell Armor', 'Adaptability'];Hyper Cutter;Shell Armor;Adaptability;;;
343;Baltoy;ground;psychic;40;55;40;70;40;55;300;255;70;1000000;0.51;21.5;FALSE;;0;3;Clay Doll;Brown;head_arms;FALSE;Mineral;;5120;2;2;1;0;1;0.5;1;1;2;2;1;2;1;0.5;0.5;0.5;1;2;['Levitate'];Levitate;;;;;
344;Claydol;ground;psychic;60;105;70;120;70;75;500;90;70;1000000;1.5;108;FALSE;;0;3;Clay Doll;Black;head_arms;FALSE;Mineral;;5120;2;2;1;0;1;0.5;1;1;2;2;1;2;1;0.5;0.5;0.5;1;2;['Levitate'];Levitate;;;;;
345;Lileep;rock;grass;66;77;41;87;61;23;355;45;70;600000;0.99;23.8;TRUE;88.1;0;3;Sea Lily;Purple;head_base;FALSE;Water_3;;7680;2;1;1;0.5;1;2;1;1;1;1;1;2;0.5;1;1;1;2;1;['Suction Cups', 'Storm Drain'];Suction Cups;Storm Drain;;;;
346;Cradily;rock;grass;86;97;81;107;81;43;495;45;70;600000;1.5;60.4;TRUE;88.1;0;3;Barnacle;Green;head_base;FALSE;Water_3;;7680;2;1;1;0.5;1;2;1;1;1;1;1;2;0.5;1;1;1;2;1;['Suction Cups', 'Storm Drain'];Suction Cups;Storm Drain;;;;
347;Anorith;rock;bug;45;50;95;50;40;75;355;45;70;600000;0.71;12.5;TRUE;88.1;0;3;Old Shrimp;Grey;insectoid;FALSE;Water_3;;7680;1;1;1;1;1;1;1;1;1;1;1;1;0.5;0.5;1;2;2;2;['Battle Armor', 'Swift Swim'];Battle Armor;Swift Swim;;;;
348;Armaldo;rock;bug;75;100;125;80;70;45;495;45;70;600000;1.5;68.2;TRUE;88.1;0;3;Plate;Grey;bipedal_tailed;FALSE;Water_3;;7680;1;1;1;1;1;1;1;1;1;1;1;1;0.5;0.5;1;2;2;2;['Battle Armor', 'Swift Swim'];Battle Armor;Swift Swim;;;;
349;Feebas;water;;20;20;15;55;10;80;200;255;70;600000;0.61;7.4;TRUE;50;0;3;Fish;Brown;with_fins;FALSE;Water_1;Dragon;5120;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;['Swift Swim', 'Oblivious', 'Adaptability'];Swift Swim;Oblivious;Adaptability;;;
350;Milotic;water;;95;79;60;125;100;81;540;60;70;600000;6.2;162;TRUE;50;0;3;Tender;Pink;serpentine_body;FALSE;Water_1;Dragon;5120;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;['Marvel Scale', 'Competitive', 'Cute Charm'];Marvel Scale;Competitive;Cute Charm;;;
351;Castform;normal;;70;70;70;70;70;70;420;45;70;1000000;0.3;0.8;TRUE;50;0;3;Weather;White;head_only;FALSE;Fairy;Amorphous;6400;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;['Forecast'];Forecast;;;;;
352;Kecleon;normal;;60;70;90;120;60;40;440;200;70;1059860;0.99;22;TRUE;50;0;3;Color Swap;Green;bipedal_tailed;FALSE;Field;;5120;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;['Color Change', 'Protean'];Color Change;Protean;;;;
353;Shuppet;ghost;;44;35;75;33;63;45;295;225;35;800000;0.61;2.3;TRUE;50;0;3;Puppet;Black;head_only;FALSE;Amorphous;;6400;0.5;2;1;1;1;0;1;1;2;1;1;1;0;0.5;1;1;1;1;['Insomnia', 'Frisk', 'Cursed Body'];Insomnia;Frisk;Cursed Body;;;
354;Banette;ghost;;64;75;165;83;93;75;555;45;35;800000;1.09;12.5;TRUE;50;0;3;Marionette;Black;bipedal_tailed;TRUE;Amorphous;;6400;0.5;2;1;1;1;0;1;1;2;1;1;1;0;0.5;1;1;1;1;['Insomnia', 'Frisk', 'Cursed Body'];Insomnia;Frisk;Cursed Body;;;
355;Duskull;ghost;;20;90;40;90;30;25;295;190;35;800000;0.79;15;TRUE;50;0;3;Requiem;Black;head_arms;FALSE;Amorphous;;6400;0.5;2;1;1;1;0;1;1;2;1;1;1;0;0.5;1;1;1;1;['Levitate', 'Frisk'];Levitate;Frisk;;;;
356;Dusclops;ghost;;40;130;70;130;60;25;455;90;35;800000;1.6;30.6;TRUE;50;0;3;Beckon;Black;bipedal_tailless;FALSE;Amorphous;;6400;0.5;2;1;1;1;0;1;1;2;1;1;1;0;0.5;1;1;1;1;['Pressure', 'Frisk'];Pressure;Frisk;;;;
